geek_rate,title,num_votes,avg_rate,id
N/A,12 Realms: Bonus Town Cards,29,6.71,152417
N/A,The Chromatical Gambler,N/A,N/A,152418
N/A,Witch Hunt: Ravenwicke,N/A,N/A,152419
N/A,Pizza Express,N/A,N/A,152420
N/A,Trendy Apples to Apples Snack Pack,11,6.09,152421
N/A,Looney Labs Mammoth Fun Pack,10,6.35,152424
N/A,Pip•Pip,N/A,N/A,152428
N/A,Silly Situations,N/A,N/A,152430
N/A,Tactica: An Historical Approach to Ancient Wargaming – Supplement Book 1,2,5.00,152435
N/A,Campaign Book #7: The War of Independence in the North,N/A,N/A,152436
N/A,A Wargamer's Guide to The First Crusade 1097-1099AD,N/A,N/A,152437
N/A,Chevy Chase,N/A,N/A,152438
N/A,Auf den Spuren seltener Tiere,N/A,N/A,152439
N/A,Going to the Fire,N/A,N/A,152440
N/A,Bimbes,N/A,N/A,152441
N/A,The Orcfather,11,6.48,152442
N/A,Hämeen Härkätie,2,3.25,152443
N/A,Töölö,1,3.50,152444
N/A,El Joc de TV3,2,6.00,152449
N/A,Mr. One Minute Challenge,1,6.00,152451
N/A,Railroads,16,5.75,152459
N/A,Beer Nerd,2,3.00,152462
N/A,Battroborg,3,6.00,152463
N/A,Par Terre et Par Mer,1,7.00,152464
N/A,Rundfunkspiel,N/A,N/A,152465
N/A,Crypt Crashers,N/A,N/A,152466
N/A,Snowball Wars,2,4.50,152468
N/A,Katana Schoolgirls vs Zombie Furries,1,1.00,152469
N/A,Heavy Gear Blitz! Blood Debt; Peace River Army List,N/A,N/A,152475
N/A,Res-Q,N/A,N/A,152476
N/A,Brockenfahrt  Eine Reise durch den schönen Harz,N/A,N/A,152480
N/A,Makler Giełdowy,5,3.40,152486
N/A,"Warhammer 40,000: Black Legion",8,6.12,152489
N/A,"Warhammer 40,000: Stronghold Assault",10,7.15,152491
N/A,"Warhammer 40,000: Escalation",8,6.62,152492
N/A,Dodge a Dinosaur,N/A,N/A,152500
N/A,Íslandssöguspilið,2,4.50,152505
N/A,Escaletto: Das neue Rechenspiel,N/A,N/A,152508
N/A,Horch Memory,N/A,N/A,152509
N/A,Die Schweigende Welt,N/A,N/A,152511
N/A,Wheel of Fortune Electronic Game,3,6.00,152513
5.643,Pixel Tactics: Seven Sisters,71,7.55,152523
5.643,Pixel Tactics: The Price Of Victory,69,7.59,152524
N/A,Pixel Tactics: Game Show Host/Roy,9,7.22,152525
N/A,Pixel Tactics: Reporter / Marion,9,7.22,152526
N/A,Pixel Tactics: Apprentice / Verona,10,7.30,152528
N/A,Pixel Tactics: Collector / Arcus,9,7.22,152529
N/A,Pixel Tactics: Game Designer / D. Brad Talton Jr.,18,6.93,152530
N/A,Pixel Tactics: Game Artist / Fábio Fontes,10,7.40,152531
N/A,Helballa 80-talet,1,7.00,152533
N/A,Imperium Chronicles: Heroes of the Imperium Board Game,N/A,N/A,152538
N/A,Supermarket Sweep Game,1,6.00,152543
N/A,"Sand, Oil, and Blood",N/A,N/A,152547
N/A,Assault on Stalingrad,4,7.50,152548
N/A,Trolley Ride,N/A,N/A,152549
N/A,Get Wasted,N/A,N/A,152550
N/A,Bicycle Race,N/A,N/A,152551
N/A,The New Electronic Perfect Match Game,3,6.00,152552
N/A,Crib-box,1,7.00,152560
5.736,Argent: Summer Break,115,7.65,152561
N/A,Chetyrestan,N/A,N/A,152563
N/A,Camp Grizzly: Expansion #1 – Spin The Bottle,2,5.50,152572
N/A,Chain Letters,N/A,N/A,152580
N/A,Meine erste BrainBox: Die Welt entdecken,N/A,N/A,152607
N/A,Meine erste Brain Box: Auf dem Bauernhof,N/A,N/A,152608
N/A,BrainBox: Köln,1,6.00,152609
N/A,Piffle: An Outlandish Card Game,N/A,N/A,152614
N/A,Zombie-opoly,19,5.13,152615
N/A,GEMS: the mining game,N/A,N/A,152616
N/A,Bamse 4 i rad,8,4.00,152617
N/A,Are You My Baby?: Animal Game,1,5.00,152618
N/A,Das Warum-Quiz,N/A,N/A,152619
N/A,Das Quiz der Tiere,N/A,N/A,152620
N/A,Black Stories: Medizin Edition,10,6.27,152621
N/A,Black Stories: Office Edition,9,5.33,152622
N/A,Rrrunter vom Bock!,N/A,N/A,152623
N/A,Tricky Tracks,14,5.71,152625
N/A,The Big Bang Theory: Ultimate Genius Party Game,12,4.58,152626
N/A,Marital Bliss,11,7.39,152629
5.659,Once Upon a Time: Knightly Tales,82,7.47,152630
N/A,Elementary: The Chemistry Card Game,2,5.50,152634
N/A,Whooooo,N/A,N/A,152639
N/A,Bulls and Cows,15,5.93,152641
5.517,Buccaneer Bones: Expansion Set,45,5.86,152680
N/A,Warcard: Afganistan,5,7.02,152682
N/A,Space-mission: Zanathar,N/A,N/A,152683
N/A,Autorennen,N/A,N/A,152698
N/A,Weltraum-Station Nr. 1,N/A,N/A,152701
N/A,Quad Kingdom Chess,3,6.67,152703
N/A,Gold-Gräber,N/A,N/A,152705
N/A,Tippin' Toadstool,1,5.00,152709
N/A,Sveriges Mästerkock,1,5.00,152723
N/A,Are You Normal?,14,4.76,152724
N/A,Masheroo! The Game of Mash or Be Mashed,1,5.00,152725
N/A,Super Mario Advance Board Game,2,6.50,152731
N/A,Hit or Miss,2,2.50,152736
N/A,Battle for Gettysburg: The First Day,6,7.67,152737
N/A,Noodle Speedoodle,N/A,N/A,152740
N/A,Say the Word,4,5.75,152741
N/A,Sunny Day Pond: A Puzzle Game,6,5.58,152742
N/A,Angry Birds: Star Wars – Telepods Star Destroyer Set,2,3.00,152744
N/A,Angry Birds: Star Wars – Jenga TIE Fighter Game,5,3.90,152745
N/A,Password Lightning Round Card Game,3,6.67,152747
N/A,The Gruffalo: Hide and Seek Mini Game,1,6.00,152750
5.707,Star Wars: The Card Game – Join Us or Die,92,8.11,152760
N/A,Connect 4: Dunk,6,4.45,152763
N/A,Collusion,N/A,N/A,152771
N/A,Damocles,N/A,N/A,152789
5.567,Peloponnes: Sacrum Expansion,34,7.33,152790
N/A,Pinke Pinke,N/A,N/A,152791
N/A,Spot it! Preschool,13,6.40,152793
N/A,Just4Fun Colours,5,6.30,152796
N/A,Gartenglück,4,6.50,152800
N/A,DrunkQuest: Promo Cards,6,5.50,152805
N/A,Glücksreiter,1,2.00,152806
N/A,Alaska Oil Game,N/A,N/A,152811
N/A,K-Blort,2,7.50,152813
N/A,DrunkQuest: Drink Coasters,7,6.57,152814
N/A,DrunkQuest: Dealer Chip,4,5.25,152815
N/A,DrunkQuest: Level Counters,2,4.50,152816
N/A,DrunkQuest: Status Effects,6,5.67,152817
N/A,DrunkQuest: Boozter Packs,5,5.20,152818
N/A,Xoom Cubes,17,5.24,152822
N/A,Texas Shake 'Em,3,3.83,152823
N/A,Enigmàrius,25,6.83,152824
N/A,Pasture 51: They Came for our Angus,1,6.00,152825
N/A,Garden Trade: The card game,2,5.50,152826
N/A,Assemblage of Eternity,3,4.83,152827
N/A,Gene Hunt's 70's and 80's Trivia Board Game,1,6.00,152828
N/A,Waddingtons Thomas The Tank Engine And Friends Giant Sized Card Game,1,5.00,152833
N/A,Fragile Agile,2,4.50,152838
N/A,Zippa Lipps,1,6.00,152839
N/A,Boccia: Auf dem Tisch,N/A,N/A,152842
N/A,Pizza Mania,3,5.33,152843
N/A,Iron Maiden: The Ultimate Ed-Venture Strategy Game,N/A,N/A,152849
N/A,The Game of Shopping,N/A,N/A,152853
N/A,The Mall,N/A,N/A,152854
5.601,Star Trek: Attack Wing – Tactical Cube 138 Expansion Pack,43,7.70,152856
N/A,Star Trek: Attack Wing – Interceptor 5 Expansion Pack,19,6.89,152857
5.840,Summoner Wars: Cloaks – Second Summoner,145,8.15,152858
5.901,Summoner Wars: Jungle Elves – Second Summoner,158,8.34,152859
N/A,Star Trek: Attack Wing – D'Kyr Expansion Pack,23,7.04,152860
N/A,Molecula,N/A,N/A,152866
N/A,Monster Chef,18,6.00,152868
N/A,Up and Down,2,5.00,152869
N/A,Ogre: Nightfall Sponsored Counter Sheets,25,5.92,152870
N/A,Pats baisiausias žaidimas,2,5.50,152872
N/A,Mystique Maze,2,7.50,152878
N/A,Angels: Michael's War,5,5.00,152888
5.555,Eclipse: Minions of the Solstice,30,7.38,152898
N/A,National Parks and Monuments: The Colorado Plateau Challenge,1,5.00,152906
N/A,Goosebumps: Welcome to HorrorLand,7,3.43,152908
N/A,Sails of Glory Ship Pack: Embuscade 1798 / Le Succes 1801,14,7.27,152911
N/A,Sails of Glory Ship Pack: HMS Cleopatra 1779 / HMS Iphigenia 1780,21,7.72,152912
N/A,Sails of Glory Ship Pack: HMS Juno 1780 / HMS Castor 1785,11,7.50,152913
N/A,Sails of Glory Ship Pack: La Concorde 1777 / Junon 1778,11,7.59,152914
N/A,Sails of Glory Ship Pack: HMS Concorde 1783 / HMS Unite 1796,20,7.40,152915
N/A,Sails of Glory Ship Pack: Hermione 1779 / L'Inconstante 1786,20,7.75,152916
N/A,Sails of Glory Ship Pack: Commerce de Bordeaux 1785 / Duguay-Trouin 1788,24,7.48,152917
N/A,Sails of Glory Ship Pack: HMS Impetueux 1796 / HMS Spartiate 1798,18,7.31,152918
N/A,Sails of Glory Ship Pack: Fougueux 1785 / Redoutable 1791,13,7.35,152919
N/A,SAT.1 Bingo,N/A,N/A,152920
N/A,Sails of Glory Ship Pack: HMS Bellerophon 1786 / HMS Defiance 1783,14,7.46,152921
N/A,Sails of Glory Ship Pack: Le Berwick 1795 / Le Swiftsure 1801,19,7.51,152922
N/A,Sails of Glory Ship Pack: HMS Bellona 1760 / HMS Goliath 1781,18,7.71,152923
5.550,Sails of Glory Terrain Pack: Coasts and Shoals,30,7.58,152924
N/A,Sails of Glory Terrain Pack: Coastal Batteries,27,7.69,152925
N/A,Sails of Glory: Captain and Crew Ability Deck,20,7.47,152928
N/A,Il Gioco della Patente a Punti,3,6.07,152935
N/A,Bonomix,1,5.00,152936
N/A,WO Bonus Pack #5: ASL Scenario Pack for Winter Offensive 2014,18,7.86,152937
N/A,GOAL Campionato di Calcio a Squadre,1,5.50,152940
N/A,Kreuz und quer durch den Verkehr,N/A,N/A,152941
N/A,Going Places,N/A,N/A,152943
N/A,"Die wilden Fussballkerle: 1, 2, 3 Rrraaaa",N/A,N/A,152944
N/A,Uptake,1,5.00,152946
5.628,Pixel Tactics: Argent University,66,7.48,152948
N/A,Walk the Plank,N/A,N/A,152950
N/A,Ravenous 5,N/A,N/A,152954
N/A,Mischief Night,1,6.00,152956
N/A,Fissile Commander,3,6.00,152957
N/A,La Bataille de Bailén,5,7.80,152958
5.897,The Settlers of Catan: 15th Anniversary Wood Edition,255,7.54,152959
N/A,Princess Wonder,15,7.45,152961
N/A,Riposte!,N/A,N/A,152962
N/A,Sheep!,N/A,N/A,152965
N/A,Last Stand,N/A,N/A,152967
N/A,Parsimony: The Game of Money Management,N/A,N/A,152969
N/A,The Great Striptease Game,1,3.00,152970
N/A,Angry Birds: Star Wars – Jenga Rise of Darth Vader Game,7,3.29,152971
N/A,Chaos & Alchemy: Apprentices,15,6.39,152972
N/A,"Dust Tactics: Dust-48 ""Mickey ARV""",4,7.75,152973
N/A,"Dust Tactics: ""Snow Lynx""",3,7.00,152974
N/A,Hamback,N/A,N/A,152975
N/A,Garage Sale The Game,N/A,N/A,152976
N/A,Circuit Gadget,1,6.00,152977
N/A,Wat zit daar achter?,1,7.00,152983
N/A,Omertà: Clan ohne Plan,26,7.07,152985
N/A,GeoCards World,2,4.00,152986
N/A,Vowel Play,2,6.00,152987
N/A,BattleCON: Mark.PTO Promo Guest Character,16,6.00,152990
N/A,BattleCON: Legacy Promo Guest Character,14,7.07,152991
N/A,BattleCON: Iris Promo Guest Character,15,7.50,152992
N/A,BattleCON: Bridj Promo Guest Character,14,7.21,152993
N/A,BattleCON: Dr. Victor Ramos & Atlas Guest Boss Promo,13,7.19,152994
5.755,BattleCON: Devastation of Indines Extended Edition,126,7.75,152997
N/A,Black Stories: Zeugen Ausschalten!,3,2.50,152998
N/A,Panzer!,N/A,N/A,152999
N/A,Original Fußball-Würfel-Spiel,N/A,N/A,153001
N/A,Ciudades Paralelas,6,7.58,153003
N/A,Professor Pugnacious: Kickstarter Exclusive Promos,N/A,N/A,153011
N/A,BattleCON: Strikers – Promo Pack,17,7.18,153012
N/A,Ene mene miste...,5,5.40,153013
N/A,Yaminabe,5,5.84,153014
N/A,Legends of Rakasa,4,6.00,153015
N/A,Collie of Duty,3,6.33,153017
N/A,Board Game Heroes,N/A,N/A,153020
N/A,Gone Viking!,23,5.25,153038
N/A,Krosmaster: Arena – Lou Promo,25,7.41,153046
N/A,Regime,19,7.08,153052
N/A,TV Game Show Greats,1,4.10,153053
N/A,Fabula Regnum,13,6.42,153054
N/A,War of Turkish Liberation,N/A,N/A,153056
N/A,Quot,N/A,N/A,153063
N/A,President Wars: Battle Through The Centuries,1,1.00,153066
N/A,Wild Guess?,N/A,N/A,153067
N/A,Kill Code,2,5.00,153068
N/A,Hoppsan,2,4.00,153071
5.769,DC Comics Deck-Building Game: Starfire,162,7.51,153073
N/A,Maineopoly,N/A,N/A,153074
N/A,Jintol,5,6.04,153082
N/A,Husqvarna,3,3.00,153087
N/A,Gem c'Rocks,4,6.25,153089
N/A,Geisterei,13,6.73,153102
N/A,Winterfreuden,N/A,N/A,153110
N/A,Community,3,5.67,153112
N/A,Mauerhüpfer,15,6.10,153118
N/A,Pazaak,7,5.79,153119
N/A,LMNOP,3,6.93,153121
N/A,Marschall Vorwärts!,8,5.19,153122
N/A,Rodel-Spiel,N/A,N/A,153125
N/A,Pillow Searcher,10,7.50,153126
N/A,"""A Matter of Honor, Sire""",8,4.50,153128
5.787,The Lord of the Rings: The Card Game – The Dunland Trap,133,7.80,153130
N/A,The Art of BattleCON,6,6.58,153132
6.101,Among the Stars: Expanding the Alliance,384,7.51,153137
N/A,Monopoly: Neuburg an der Donau,N/A,N/A,153146
N/A,Disc Duelers: Promo Pack,10,7.05,153152
N/A,Karten Kniffel,26,5.63,153168
N/A,Jumpsuit,N/A,N/A,153169
N/A,Dustbowl,N/A,N/A,153170
N/A,Los Cthuluchadores: Elder Things in the Wrestling Ring,2,7.50,153171
N/A,Aus dem Weltraum zurück,N/A,N/A,153172
N/A,Freeblades,18,7.48,153179
N/A,Age of Steam: Southern US / Western US Expansion,7,7.51,153187
N/A,Rough: The Card Game,17,4.18,153188
N/A,San Martín,N/A,N/A,153191
N/A,Beluga Cup,N/A,N/A,153194
N/A,Dragon Ball CCG,2,6.00,153195
N/A,SchWag: Schrödinger's Wager,4,5.65,153196
N/A,Mazemaster,13,2.58,153205
N/A,A Game of Thrones: The Card Game – Fire Made Flesh,21,7.14,153209
N/A,Vaporaria,2,7.50,153211
N/A,Thirty,1,5.00,153212
N/A,Make 'n' Break Circus,12,6.46,153216
N/A,Xenofaction,7,8.06,153217
N/A,Rule of Alchemist,7,3.57,153218
N/A,Tap the Frog,7,4.86,153219
N/A,Of Dungeons Deep!,8,6.81,153220
N/A,Animali da Record,2,6.00,153221
N/A,Galaxy Ball,7,7.43,153222
N/A,La torre degli incantesimi,2,7.00,153223
N/A,Schmücke Dich fein: Negerlein!,N/A,N/A,153224
N/A,Sayrun,6,7.33,153228
N/A,Balla Balla,19,5.96,153229
N/A,The Nations Assemble,4,4.88,153232
5.884,Descent: Journeys in the Dark (Second Edition) – Oath of the Outcast,218,7.86,153233
N/A,Trapping the Ogre,5,5.80,153234
6.229,Descent: Journeys in the Dark (Second Edition) – Forgotten Souls,448,7.89,153235
N/A,Wallet Battles,18,4.01,153241
5.601,Fief: France 1429 – Templars Expansion,46,7.82,153242
N/A,"All About Town: Charleston, South Carolina",N/A,N/A,153244
N/A,MicroSoccer,N/A,N/A,153246
N/A,Hong Kong Postman Delivery Game,N/A,N/A,153251
N/A,The Last Case,1,7.50,153252
N/A,Warp Lane,1,6.00,153267
N/A,German Solo,1,8.00,153269
N/A,A Fistful of Honey,N/A,N/A,153273
N/A,Maggi's Abenteuer-Spiel,N/A,N/A,153274
N/A,Munter immer runter!,N/A,N/A,153280
N/A,Champions of Story,2,5.50,153282
N/A,Munchkin Triple Play: Set 1,3,6.00,153283
N/A,Munchkin Triple Play: Set 2,3,6.00,153284
N/A,Dreadball: Galactic Tour Series – Azure Forest,17,7.53,153290
N/A,Nobody is Perfect: Mini Edition,16,6.72,153292
N/A,Schnucksopoly,3,6.00,153293
N/A,The Walking Dead Board Game: The Best Defense – Event Promo Cards,16,7.08,153294
N/A,Bureaucrazy,4,6.50,153295
N/A,Skip-Bo Brettspiel,3,5.17,153298
N/A,Seifenkisten Rennen,N/A,N/A,153302
N/A,DrunkQuest: Drink Cozy,4,4.75,153303
N/A,Station FX 2,N/A,N/A,153305
N/A,Sofia: Komm mit zum Schloss!,1,1.00,153306
N/A,AT-43 Unit Box: Steel Troopers,2,7.50,153307
N/A,Die Logik-Piraten,3,7.00,153308
N/A,Die Feuerinsel,N/A,N/A,153309
N/A,Senkrecht-Starter,N/A,N/A,153310
N/A,Der Natur auf der Spur,2,4.50,153312
N/A,Hubertus St. Hubert: Zwei Jagdspiele,1,7.00,153313
N/A,Geek Out! Promo Pack,18,5.89,153316
N/A,Slangology: Promo Pack,1,5.00,153317
N/A,Query,29,7.22,153319
N/A,Fußball-Fieber,10,6.45,153320
N/A,Superwurm,N/A,N/A,153322
N/A,Was ist Was: Fußball Quiz-Spiel,N/A,N/A,153323
N/A,Star Wars: The Clone Wars – Überfall der Droiden,2,3.75,153324
N/A,Crazy Cat: Wilde Jagd,N/A,N/A,153325
N/A,Die drei ??? Kids: Spur des Drachen,N/A,N/A,153326
N/A,The Lord of the Rings: The Return of the King,16,7.39,153327
N/A,Spiritual Warfare: Fantasy Mahjong,1,6.78,153330
N/A,Teddy Bear Game,N/A,N/A,153334
N/A,Crazy Cat: Verrückte Welt,N/A,N/A,153350
N/A,Star Wars: The Clone Wars – Angriff der Jedi,5,3.50,153351
N/A,Teenage Mutant Ninja Turtles: Einsatz im Shellraiser,2,6.25,153360
N/A,Four Fronts,1,6.00,153361
N/A,This is the Town of Thieves,N/A,N/A,153367
N/A,La Bataille de Paris 1814,24,7.40,153368
N/A,Crazy Cat: Geheime Mission,1,3.00,153376
N/A,Was ist Was: Junior – Auf der Baustelle,N/A,N/A,153377
N/A,Star Wars: The Clone Wars – Blockade von Ryloth,3,3.83,153379
N/A,Tangrams Competitive Party Game,11,6.27,153380
N/A,Scouty: ErdBär und RäuBär,N/A,N/A,153382
N/A,Crazy Cat: Ab in den Eimer!,N/A,N/A,153383
N/A,Teenage Mutant Ninja Turtles: Ninja-Flip,N/A,N/A,153390
N/A,Der kleine Drache Kokosnuss: Ausflug ins Abenteuer,5,6.80,153391
5.548,Battle For Souls: Promo Card Pack,31,6.92,153400
N/A,Majority Rules: Unrated Expansion Pack,N/A,N/A,153407
N/A,Crazy Cat im Müll-Versteck,N/A,N/A,153421
N/A,Syrtis,3,6.00,153423
N/A,Conni und die Tiere,N/A,N/A,153424
N/A,Gregs Tagebuch: 10 Sekunden Balla Balla,7,4.93,153426
N/A,Goof't,N/A,N/A,153427
N/A,Djibouti,7,6.57,153428
N/A,Monopoly: Adelaide Crows,N/A,N/A,153429
N/A,"What Went Wrong: The Battle of Ap Bac, January 2, 1963",5,5.60,153433
N/A,Acute Care,2,7.00,153434
5.565,Shadowrift: Archfiends,31,7.65,153435
N/A,Zicke Zacke Ei Ei Ei,8,6.62,153444
N/A,World in Flames Map Pack,N/A,N/A,153456
N/A,Thoth,N/A,N/A,153473
N/A,Putz die Wutz,29,6.52,153478
N/A,Hedbanz Act Up,24,5.48,153484
5.615,Munchkin Apocalypse 2: Sheep Impact,80,7.25,153494
N/A,Azteka,24,6.24,153496
N/A,Mit Mist und Tücke,23,5.83,153501
N/A,Fotoleo,15,5.17,153504
N/A,5 Minutes,13,6.54,153506
N/A,Abra Palabra,3,5.00,153511
N/A,Au Nom d'Allah: l'expansion musulmane (632-732),10,7.25,153513
N/A,Kwando,6,4.83,153514
N/A,Scrabble: Disney Theme Park Edition,N/A,N/A,153517
N/A,Yushino,9,5.78,153522
N/A,Welt der Spiele,12,5.29,153523
N/A,Vîro,N/A,N/A,153526
6.546,Sentinels of the Multiverse: Rook City & Infernal Relics Expansion,637,8.13,153527
N/A,El Señor de los Anillos: Las Dos Torres,3,3.33,153531
N/A,Spot the Difference,N/A,N/A,153538
N/A,The Really Nasty Bankers Game,12,4.85,153545
N/A,Black Pete,2,2.50,153552
N/A,The Game of Hurt Feelings,1,7.77,153553
5.628,Band of Brothers: Texas Arrows,47,8.35,153558
N/A,The Game of 190,N/A,N/A,153561
N/A,Entourer,N/A,N/A,153563
N/A,Zingo! Time-telling,4,6.25,153566
N/A,Zingo! Word Builder,2,4.50,153567
N/A,The Magic Path of Yoga,1,2.00,153568
N/A,Yogi Finders,N/A,N/A,153569
N/A,Bug Race,18,6.23,153571
5.544,Galactic Strike Force: Guardians of Volneth,49,6.35,153575
N/A,Star Trek: Attack Wing – Reinforcements Sideboard Resource,23,6.22,153576
5.587,Star Trek: Attack Wing – Flagship Cards Resource,33,8.20,153579
N/A,Awaken Destruction,N/A,N/A,153581
N/A,Whole Armor of God,3,5.17,153585
N/A,Golden Goal,N/A,N/A,153597
N/A,Braddock's Defeat: The Battle of Monongahela,2,6.00,153600
N/A,Scooby-Doo Mystery Mine Board Game,20,5.62,153601
N/A,Das Spinnen Spiel,1,5.00,153605
N/A,UNO: Angry Birds,14,5.25,153611
N/A,Dokodemo Doraemon Nihon Ryokou Game,N/A,N/A,153615
N/A,Семейное древо,2,6.00,153617
5.744,Han,150,7.25,153625
N/A,WWE Trivia Mania,4,3.50,153627
N/A,Politics,N/A,N/A,153635
N/A,Wie Du mir: raus mit Dir!,N/A,N/A,153636
N/A,Laundromat,11,5.27,153641
N/A,BrewHaha,N/A,N/A,153646
5.601,Fief: France 1429 – Teutonic Knights Expansion,47,7.77,153648
N/A,What's Cookin',2,5.50,153649
N/A,NHL Challenge,N/A,N/A,153651
N/A,Ph. D. The Game,11,7.45,153653
N/A,Rainbow Timber,3,5.33,153654
N/A,Zpocalypse: Aftermath – Z-Team Beta Pack,10,7.40,153661
N/A,Keyword,12,5.82,153669
N/A,A Trip to Ingledale,N/A,N/A,153670
N/A,Urknall: Supernova,N/A,N/A,153679
N/A,Hexagonia,N/A,N/A,153683
N/A,Clash Fighter: The Real Time Fighting Card Game,N/A,N/A,153684
N/A,Clash Fighter: The Real Time Fighting Card Game (Tournament Edition),3,7.00,153686
N/A,WWII Micro Armour: The Game – Canada in World War II,N/A,N/A,153687
N/A,Leaky Boat,2,5.50,153699
N/A,Napoleonic Warfare 1813c,N/A,N/A,153702
5.690,Darkest Night: Necromancer Bundle,87,7.81,153703
N/A,Sturdy Birdy,3,3.33,153704
N/A,Blockade,N/A,N/A,153708
N/A,Auf ins Winterparadies!,N/A,N/A,153712
N/A,Root the Loot,1,6.00,153716
N/A,Dungeoneering Dolls,12,5.94,153719
N/A,The American Game of Business,N/A,N/A,153722
N/A,Flip!,13,5.27,153729
N/A,Action-Mat Football,2,4.50,153730
N/A,Spearpoint 1943: Eastern Front – Heavy Weapons Expansion,9,6.82,153732
N/A,Machinas: Death Races in the Wasteland,6,7.50,153746
5.650,Forbidden Desert: Storm Tracker Gear Card,126,6.78,153748
5.835,Formula D: Circuits 5 – New Jersey & Sotchi,173,7.66,153749
N/A,Cartalis,2,5.50,153750
N/A,Grisleigh End: Estate of Confusion,N/A,N/A,153752
N/A,Gruselrunde zur Geisterstunde,21,5.99,153753
N/A,The Game of War,N/A,N/A,153756
5.931,Relic: Nemesis,332,7.34,153758
N/A,Angel Chess,N/A,N/A,153759
N/A,Remonte,N/A,N/A,153761
N/A,The House of the Flying Blades,11,7.87,153762
N/A,The Temple of the Flying Blades,9,7.61,153763
N/A,ego²,2,4.50,153766
6.300,Carcassonne: Hills & Sheep,746,7.35,153773
N/A,Lynx,2,4.50,153787
N/A,Стань супер-злодеем,4,6.00,153788
N/A,"Indochine 1952: Opération ""Bruno""",14,6.14,153789
N/A,Horoscope: le jeu,N/A,N/A,153790
N/A,En Prise Chess Cards,2,4.50,153791
N/A,Zombies!!! 13: DEFCON Z,25,7.21,153802
N/A,Dawgs of War,8,6.94,153804
5.600,Fief: France 1429 – Crusades Expansion,51,7.64,153805
N/A,Bürgermeisterspiel: Werde Bürgermeister in Dortmund,N/A,N/A,153806
N/A,Room Party: The Game!,21,6.18,153807
N/A,Camp Grizzly: Expansion #2 – Keep Your Distance,N/A,N/A,153808
N/A,Bürgermeisterspiel: Werde Bürgermeister in Regensburg,N/A,N/A,153809
N/A,The Simpsons Trivia Game: Fan Edition,17,5.18,153810
N/A,Wu Wei: Journey of the Changing Path,14,8.32,153811
N/A,Across the Dead Earth,11,7.77,153812
N/A,AT-43 Unit Box: Storm Golems,3,7.33,153813
5.585,Magic: The Gathering Challenge Deck – Face the Hydra,64,6.96,153816
N/A,Earth's Legacy,1,7.00,153819
N/A,Spot it! Freeze,13,6.38,153820
N/A,Parallelo,7,6.06,153821
N/A,Who's A Clever Dick,N/A,N/A,153827
N/A,Mage Wars: Dice Tower 2014 funding campaign promo card set,16,7.31,153831
N/A,Mage Wars: Dice Tower 2014 Non-Kickstarter promo card set,11,7.48,153832
N/A,The Little Big Game of Bupkis,N/A,N/A,153834
N/A,Noggin Workshop IQ Squares,N/A,N/A,153835
N/A,Dynasty,5,4.60,153836
N/A,Carrrds!,4,6.88,153840
N/A,Bürgermeisterspiel: Werde Bürgermeister in Velbert,N/A,N/A,153841
N/A,Bürgermeisterspiel: Werde Bürgermeister in Springe,N/A,N/A,153842
N/A,Warmachine: High Command –  Heroes & Legends,15,6.77,153843
N/A,Эадор: Владыки миров,3,5.73,153845
N/A,The Rubbish Game,N/A,N/A,153848
N/A,Bürgermeisterspiel: Werde Bürgermeister in Einbeck,1,6.00,153849
N/A,Bürgermeisterspiel: Werde Bürgermeister in Bonn,N/A,N/A,153867
N/A,Teufelsrad,N/A,N/A,153869
N/A,Bürgermeisterspiel: Werde Bürgermeister in Bad Salzuflen,N/A,N/A,153883
N/A,Bürgermeisterspiel: Werde Bürgermeister in Dresden,N/A,N/A,153884
N/A,Bürgermeisterspiel: Werde Bürgermeister in Euskirchen,N/A,N/A,153885
N/A,Bürgermeisterspiel: Werde Bürgermeister in Elmshorn,N/A,N/A,153886
N/A,Bürgermeisterspiel: Werde Bürgermeister in Herford,N/A,N/A,153887
N/A,AT-43 Unit Box: Med Tec,3,7.67,153888
N/A,Flip Flash,5,6.40,153891
N/A,In The Margins,2,6.25,153894
N/A,Tails and Tactics,1,7.00,153895
N/A,8-Bit Swordsman: Clash For the Prism of Punishment,1,4.00,153897
N/A,Glyph,3,7.39,153898
5.703,Star Wars: The Card Game – It Binds All Things,90,8.13,153900
5.890,Mystery of the Abbey with The Pilgrims' Chronicles,302,7.10,153912
N/A,Sergeants D-Day,29,7.01,153916
N/A,The Horus Heresy Book I: Betrayal,12,8.33,153918
N/A,The Horus Heresy Book II: Massacre,10,8.10,153919
N/A,Das geht schief,7,7.86,153920
N/A,The Goose Egg Game,7,6.21,153924
N/A,Hungry Higgs,6,4.25,153925
N/A,Simulation Games for Beginner #2,N/A,N/A,153927
N/A,Mathable Domino,N/A,N/A,153933
N/A,Mathable Junior,1,1.00,153934
N/A,Munchkin Sparkly Good Fairy Shot Glass,3,5.33,153943
N/A,Bürgermeisterspiel: Werde Bürgermeister in Bremerhaven,N/A,N/A,153945
N/A,Bürgermeisterspiel: Werde Bürgermeister in Norderstedt,N/A,N/A,153946
N/A,Bürgermeisterspiel: Werde Bürgermeister in Wolfenbüttel,N/A,N/A,153947
N/A,Bürgermeisterspiel: Werde Bürgermeister in Hamm,N/A,N/A,153948
